|name|printed|r|g|b|w|u
6068|Exultant Cultist|2016-07-22|0|0|0|0|1
6069|Exultant Skymarcher|2018-01-19|0|0|0|1|0
6070|Eye Collector|2019-10-04|0|0|1|0|0
6071|Eye Gouge|2014-02-01|0|0|1|0|0
6072|Eye Spy|1998-06-24|0|0|0|0|1
6073|Eye for an Eye|1993-12-17|0|0|0|1|0
6074|Eye of Doom|2013-11-01|0|0|0|0|0
6075|Eye of Nowhere|2004-10-01|0|0|0|0|1
6076|Eye of Ramos|1999-10-04|0|0|0|0|0
6077|Eye of Singularity|1997-02-03|0|0|0|1|0
6078|Eye of Ugin|2010-02-05|0|0|0|0|0
6079|Eye of Yawgmoth|2000-02-14|0|0|0|0|0
6080|Eye of the Storm|2005-10-07|0|0|0|0|1
6081|Eyeblight Assassin|2015-07-17|0|0|1|0|0
6082|Eyeblight Cullers|2020-11-20|0|0|1|0|0
6083|Eyeblight Massacre|2015-07-17|0|0|1|0|0
6084|Eyeblight's Ending|2007-10-12|0|0|1|0|0
6085|Eyekite|2019-06-05|0|0|0|0|1
6086|Eyeless Watcher|2015-10-02|0|0|0|0|0
6087|Eyes Everywhere|2019-01-25|0|0|0|0|1
6088|Eyes in the Skies|2012-10-05|0|0|0|1|0
6089|Eyes of the Wisent|2007-10-12|0|1|0|0|0
6090|Eyetwitch|2021-04-23|0|0|1|0|0
6091|Ezuri's Archers|2010-09-30|0|1|0|0|0
6092|Ezuri's Brigade|2010-09-30|0|1|0|0|0
6093|Ezuri's Predation|2015-11-13|0|1|0|0|0
6094|Ezuri, Claw of Progress|2015-11-13|0|1|0|0|1
6095|Ezuri, Renegade Leader|2010-09-30|0|1|0|0|0
6096|Fa'adiyah Seer|2007-02-02|0|1|0|0|0
6097|Fable of Wolf and Owl|2008-07-25|0|1|0|0|1
6098|Fabled Hero|2013-09-21|0|0|0|1|0
6099|Fabled Passage|2019-10-04|0|0|0|0|0
6100|Fabricate|2003-10-02|0|0|0|0|1
6101|Fabrication Module|2016-09-30|0|0|0|0|0
6102|Face of Divinity|2019-06-05|0|0|0|1|0
6103|Face of Fear|2001-10-01|0|0|1|0|0
6104|Faceless Agent|2021-08-26|0|0|0|0|0
6105|Faceless Butcher|2002-02-04|0|0|1|0|0
6106|Faceless Devourer|2006-10-06|0|0|1|0|0
6107|Faceless Haven|2021-02-05|0|0|0|0|0
6108|Faces of the Past|2003-05-26|0|0|0|0|1
6109|Facet Reader|2020-04-24|0|0|0|0|1
6110|Facevaulter|2007-10-12|0|0|1|0|0
6111|Fact or Fiction|2000-10-02|0|0|0|0|1
6112|Fade Away|1998-06-15|0|0|0|0|1
6113|Fade from Memory|2002-10-07|0|0|1|0|0
6114|Fade into Antiquity|2013-09-21|0|1|0|0|0
6115|Fading Hope|2022-01-28|0|0|0|0|1
6116|Fae of Wishes|2019-10-04|0|0|0|0|1
6117|Granted|2019-10-04|0|0|0|0|1
6118|Faeburrow Elder|2019-10-04|0|1|0|1|0
6119|Faerie Artisans|2016-11-11|0|0|0|0|1
6120|Faerie Conclave|1999-02-15|0|0|0|0|0
6121|Faerie Duelist|2019-01-25|0|0|0|0|1
6122|Faerie Formation|2019-10-04|0|0|0|0|1
6123|Faerie Guidemother|2019-10-04|0|0|0|1|0
6124|Gift of the Fae|2019-10-04|0|0|0|1|0
6125|Faerie Harbinger|2007-10-12|0|0|0|0|1
6126|Faerie Impostor|2012-10-05|0|0|0|0|1
6127|Faerie Invaders|2012-07-12|0|0|0|0|1
6128|Faerie Macabre|2008-05-02|0|0|1|0|0
6129|Faerie Mechanist|2009-02-06|0|0|0|0|1
6130|Faerie Miscreant|2015-07-17|0|0|0|0|1
6131|Faerie Noble|1995-10-01|0|1|0|0|0
6132|Faerie Seer|2019-06-05|0|0|0|0|1
6133|Faerie Squadron|2000-10-02|0|0|0|0|1
6134|Faerie Swarm|2008-05-02|0|0|0|0|1
6135|Faerie Tauntings|2007-10-12|0|0|1|0|0
6136|Faerie Trickery|2007-10-12|0|0|0|0|1
6137|Faerie Vandal|2019-10-04|0|0|0|0|1
6138|Failed Inspection|2016-09-30|0|0|0|0|1
6139|Failure|2017-04-28|0|0|0|0|1
6140|Comply|2017-04-28|0|0|0|1|0
6141|Fairgrounds Patrol|2021-08-26|0|0|0|1|0
6142|Fairgrounds Trumpeter|2016-09-30|0|1|0|0|0
6143|Fairgrounds Warden|2016-09-30|0|0|0|1|0
6144|Faith Healer|1998-10-12|0|0|0|1|0
6145|Faith Unbroken|2016-07-22|0|0|0|1|0
6146|Faith of the Devoted|2017-04-28|0|0|1|0|0
6147|Faith's Fetters|2005-10-07|0|0|0|1|0
6148|Faith's Reward|2012-07-12|0|0|0|1|0
6149|Faith's Shield|2012-01-28|0|0|0|1|0
6150|Faithbearer Paladin|2016-07-22|0|0|0|1|0
6151|Faithbound Judge|2021-11-19|0|0|0|1|0
6152|Sinner's Judgment|2021-11-19|0|0|0|1|0
6153|Faithful Disciple|2021-12-09|0|0|0|1|0
6154|Faithful Mending|2022-01-28|0|0|0|1|1
6155|Faithful Squire|2005-02-04|0|0|0|1|0
6156|Kaiso, Memory of Loyalty|2005-02-04|0|0|0|1|0
6157|Faithless Looting|2012-01-28|1|0|0|0|0
6158|Faithless Salvaging|2021-08-26|1|0|0|0|0
6159|Falcon Abomination|2022-01-28|0|0|0|0|1
6160|Falconer Adept|2020-07-03|0|0|0|1|0
6161|Falkenrath Aristocrat|2012-01-28|1|0|1|0|0
6162|Falkenrath Celebrants|2021-11-19|1|0|0|0|0
6163|Falkenrath Exterminator|2012-04-28|1|0|0|0|0
6164|Falkenrath Forebear|2021-11-19|0|0|1|0|0
6165|Falkenrath Marauders|2011-09-24|1|0|0|0|0
6166|Falkenrath Noble|2011-09-24|0|0|1|0|0
6167|Falkenrath Perforator|2022-01-28|1|0|0|0|0
6168|Falkenrath Pit Fighter|2022-01-28|1|0|0|0|0
6169|Falkenrath Reaver|2016-07-22|1|0|0|0|0
6170|Falkenrath Torturer|2012-01-28|0|0|1|0|0
6171|Fall from Favor|2020-11-20|0|0|0|0|1
6172|Fall of the Gavel|2012-10-05|0|0|0|1|1
6173|Fall of the Hammer|2014-02-01|1|0|0|0|0
6174|Fall of the Impostor|2021-02-05|0|1|0|1|0
6175|Fall of the Thran|2018-04-27|0|0|0|1|0
6176|Fall of the Titans|2016-01-22|1|0|0|0|0
6177|Fallen Angel|1994-06-01|0|0|1|0|0
6178|Fallen Askari|1997-02-03|0|0|1|0|0
6179|Fallen Cleric|2002-10-07|0|0|1|0|0
6180|Fallen Ferromancer|2011-05-12|1|0|0|0|0
6181|Fallen Ideal|2006-10-06|0|0|1|0|0
6182|Fallen Shinobi|2019-06-05|0|0|1|0|1
6183|Falling Star|1994-06-01|1|0|0|0|0
6184|Falling Timber|2001-02-05|0|1|0|0|0
6185|Fallow Earth|1996-10-08|0|1|0|0|0
6186|Fallow Wurm|1997-06-09|0|1|0|0|0
6187|Fallowsage|2007-10-12|0|0|0|0|1
6188|False Cure|2002-10-07|0|0|1|0|0
6189|False Dawn|2001-06-04|0|0|0|1|0
6190|False Defeat|1999-07-06|0|0|0|1|0
6191|False Demise|1996-06-10|0|0|0|0|1
6192|False Memories|2002-02-04|0|0|0|0|1
6193|False Mourning|1999-07-06|0|1|0|0|0
6194|False Orders|1993-08-05|1|0|0|0|0
6195|False Peace|1999-07-01|0|0|0|1|0
6196|False Prophet|1999-06-07|0|0|0|1|0
6197|False Summoning|1998-06-24|0|0|0|0|1
6198|Falter|1998-10-12|1|0|0|0|0
6199|Falthis, Shadowcat Familiar|2020-11-20|0|0|1|0|0
6200|Familiar Ground|1997-06-09|0|1|0|0|0
6201|Familiar's Ruse|2007-10-12|0|0|0|0|1
6202|Famine|1999-07-06|0|0|1|0|0
6203|Famished Foragers|2022-01-28|1|0|0|0|0
6204|Famished Ghoul|2001-10-01|0|0|1|0|0
6205|Famished Paladin|2018-01-19|0|0|0|1|0
6206|Fan Bearer|2017-04-28|0|0|0|1|0
6207|Fanatic of Mogis|2013-09-21|1|0|0|0|0
6208|Fanatic of Xenagos|2014-02-01|1|1|0|0|0
6209|Fanatical Devotion|2000-02-14|0|0|0|1|0
6210|Fanatical Fever|1995-06-03|0|1|0|0|0
6211|Fanatical Firebrand|2018-01-19|1|0|0|0|0
6212|Fang Skulkin|2008-07-25|0|0|0|0|0
6213|Fang of the Pack|2016-08-26|0|1|0|0|0
6214|Fangblade Brigand|2022-01-28|1|0|0|0|0
6215|Fangblade Eviscerator|2022-01-28|1|0|0|0|0
6216|Fangren Firstborn|2004-02-06|0|1|0|0|0
6217|Fangren Hunter|2003-10-02|0|1|0|0|0
6218|Fangren Marauder|2011-02-03|0|1|0|0|0
6219|Fanning the Flames|1998-03-02|1|0|0|0|0
6220|Far|2013-04-27|0|0|0|0|1
6221|Away|2013-04-27|0|0|1|0|0
6222|Far Wanderings|2002-02-04|0|1|0|0|0
6223|Farbog Boneflinger|2012-01-28|0|0|1|0|0
6224|Farbog Explorer|2012-04-28|0|0|0|1|0
6225|Farbog Revenant|2019-11-07|0|0|1|0|0
6226|Farfinder|2020-04-24|0|0|0|0|0
6227|Farhaven Elf|2008-05-02|0|1|0|0|0
6228|Farm|2017-07-14|0|0|0|1|0
6229|Market|2017-07-14|0|0|0|0|1
6230|Farmstead|1993-08-05|0|0|0|1|0
6231|Farmstead Gleaner|2019-06-05|0|0|0|0|0
6232|Farrel's Mantle|1994-11-01|0|0|0|1|0
6233|Farrel's Zealot|1994-11-01|0|0|0|1|0
6234|Farrelite Priest|1994-11-01|0|0|0|1|0
6235|Farseek|2005-10-07|0|1|0|0|0
6236|Farsight Adept|2020-09-25|0|0|0|1|0
6237|Farsight Mask|2003-10-02|0|0|0|0|0
6238|Fascination|2015-01-17|0|0|0|0|1
6239|Fast|2021-08-26|1|0|0|0|0
6240|Furious|2021-08-26|1|0|0|0|0
6241|Fastbond|1993-08-05|0|1|0|0|0
6242|Fasting|1994-08-01|0|0|0|1|0
6243|Fatal Attraction|2007-05-04|1|0|0|0|0
6244|Fatal Blow|1997-06-09|0|0|1|0|0
6245|Fatal Frenzy|2007-02-02|1|0|0|0|0
6246|Fatal Fumes|2013-04-27|0|0|1|0|0
6247|Fatal Lore|1996-06-10|0|0|1|0|0
6248|Fatal Mutation|2003-05-26|0|0|1|0|0
6249|Fatal Push|2017-01-20|0|0|1|0|0
6250|Fate Foretold|2013-09-21|0|0|0|0|1
6251|Fate Forgotten|2015-03-27|0|0|0|1|0
6252|Fate Transfer|2008-05-02|0|0|1|0|1
6253|Fate Unraveler|2014-02-01|0|0|1|0|0
6254|Fated Conflagration|2014-02-01|1|0|0|0|0
6255|Fated Infatuation|2014-02-01|0|0|0|0|1
6256|Fated Intervention|2014-02-01|0|1|0|0|0
6257|Fated Retribution|2014-02-01|0|0|0|1|0
6258|Fated Return|2014-02-01|0|0|1|0|0
6259|Fateful Absence|2022-01-28|0|0|0|1|0
6260|Fateful End|2020-01-24|1|0|0|0|0
6261|Fateful Showdown|2016-09-30|1|0|0|0|0
6262|Fatespinner|2003-10-02|0|0|0|0|1
6263|Fatestitcher|2008-10-03|0|0|0|0|1
6264|Fathom Feeder|2015-10-02|0|0|0|0|0
6265|Fathom Fleet Boarder|2018-01-19|0|0|1|0|0
6266|Fathom Fleet Captain|2017-09-29|0|0|1|0|0
6267|Fathom Fleet Cutthroat|2017-09-29|0|0|1|0|0
6268|Fathom Fleet Firebrand|2017-09-29|1|0|0|0|0
6269|Fathom Fleet Swordjack|2020-11-20|1|0|0|0|0
6270|Fathom Mage|2013-01-26|0|1|0|0|1
6271|Fathom Seer|2006-10-06|0|0|0|0|1
6272|Fathom Trawl|2007-10-12|0|0|0|0|1
6273|Fatigue|1999-06-07|0|0|0|0|1
6274|Fault Line|1998-10-12|1|0|0|0|0
6275|Fault Riders|2000-06-05|1|0|0|0|0
6276|Faultgrinder|2007-10-12|1|0|0|0|0
6277|Fauna Shaman|2010-07-15|0|1|0|0|0
6278|Favor of the Mighty|2007-10-12|0|0|0|1|0
6279|Favor of the Overbeing|2008-07-25|0|1|0|0|1
6280|Favor of the Woods|2012-01-28|0|1|0|0|0
6281|Favorable Destiny|1996-10-08|0|0|0|1|0
6282|Favorable Winds|2012-04-28|0|0|0|0|1
6283|Favored Hoplite|2013-09-21|0|0|0|1|0
6284|Favored of Iroas|2020-01-24|0|0|0|1|0
6285|Fblthp, the Lost|2019-05-03|0|0|0|0|1
6286|Fear|1993-08-05|0|0|1|0|0
6287|Fear of Death|2021-11-19|0|0|0|0|1
6288|Fearful Villager|2021-11-19|1|0|0|0|0
6289|Fearsome Werewolf|2021-11-19|1|0|0|0|0
6290|Fearless Fledgling|2020-09-25|0|0|0|1|0
6291|Fearless Halberdier|2018-11-09|1|0|0|0|0
6292|Fearless Liberator|2021-02-05|1|0|0|0|0
6293|Fearless Pup|2021-02-05|1|0|0|0|0
6294|Fearsome Awakening|2015-01-17|0|0|1|0|0
6295|Fearsome Temper|2014-02-01|1|0|0|0|0
6296|Fearsome Whelp|2021-12-09|1|0|0|0|0
6297|Feast of Blood|2009-10-02|0|0|1|0|0
6298|Feast of Dreams|2014-04-26|0|0|1|0|0
6299|Feast of Flesh|2006-07-21|0|0|1|0|0
6300|Feast of Succession|2020-11-20|0|0|1|0|0
6301|Feast of Worms|2004-10-01|0|1|0|0|0
6302|Feast of the Unicorn|1995-10-01|0|0|1|0|0
6303|Feast on the Fallen|2014-07-12|0|0|1|0|0
6304|Feast or Famine|1996-06-10|0|0|1|0|0
6305|Feaster of Fools|2019-06-05|0|0|1|0|0
6306|Feasting Troll King|2019-10-04|0|1|0|0|0
6307|Feat of Resistance|2014-09-26|0|0|0|1|0
6308|Feather, the Redeemed|2019-05-03|1|0|0|1|0
6309|Fecundity|1998-10-12|0|1|0|0|0
6310|Feebleness|2006-10-06|0|0|1|0|0
6311|Feed the Clan|2014-09-26|0|1|0|0|0
6312|Feed the Pack|2012-01-28|0|1|0|0|0
6313|Feed the Serpent|2021-02-05|0|0|1|0|0
6314|Feed the Swarm|2020-09-25|0|0|1|0|0
6315|Feedback|1993-08-05|0|0|0|0|1
6316|Feeding Frenzy|2002-10-07|0|0|1|0|0
6317|Feeling of Dread|2011-09-24|0|0|0|1|0
6318|Feint|1994-06-01|1|0|0|0|0
6319|Feiyi Snake|2016-11-16|0|1|0|0|0
6320|Feldon of the Third Path|2014-11-07|1|0|0|0|0
6321|Feldon's Cane|1994-03-04|0|0|0|0|0
6322|Felhide Brawler|2014-02-01|0|0|1|0|0
6323|Felhide Minotaur|2013-09-21|0|0|1|0|0
6324|Felhide Petrifier|2014-04-26|0|0|1|0|0
6325|Felhide Spiritbinder|2014-02-01|1|0|0|0|0
6326|Felidar Cub|2015-10-02|0|0|0|1|0
6327|Felidar Guardian|2017-01-20|0|0|0|1|0
6328|Felidar Retreat|2020-09-25|0|0|0|1|0
6329|Felidar Sovereign|2009-10-02|0|0|0|1|0
6330|Felidar Umbra|2012-06-01|0|0|0|1|0
6331|Feline Sovereign|2020-07-03|0|1|0|0|0
6332|Fell Flagship|2017-09-29|0|0|0|0|0
6333|Fell Shepherd|2013-11-01|0|0|1|0|0
6334|Fell Specter|2018-07-13|0|0|1|0|0
6335|Fell Stinger|2021-11-19|0|0|1|0|0
6336|Fell the Mighty|2014-11-07|0|0|0|1|0
6337|Fell the Pheasant|2019-10-04|0|1|0|0|0
6338|Fellwar Stone|1994-08-01|0|0|0|0|0
6339|Femeref Archers|1996-10-08|0|1|0|0|0
6340|Femeref Enchantress|1997-02-03|0|1|0|1|0
6341|Femeref Healer|1996-10-08|0|0|0|1|0
6342|Femeref Knight|1996-10-08|0|0|0|1|0
6343|Femeref Scouts|1996-10-08|0|0|0|1|0
6344|Fen Hauler|2017-01-20|0|0|1|0|0
6345|Fen Stalker|2000-06-05|0|0|1|0|0
6346|Fencer Clique|2008-02-01|0|0|0|0|1
6347|Fencer's Magemark|2006-02-03|1|0|0|0|0
6348|Fencing Ace|2012-10-05|0|0|0|1|0
6349|Fend Off|1999-06-07|0|0|0|1|0
6350|Fendeep Summoner|2008-02-01|0|0|1|0|0
6351|Feral Abomination|2018-04-27|0|0|1|0|0
6352|Feral Animist|2006-02-03|1|1|0|0|0
6353|Feral Contest|2010-02-05|0|1|0|0|0
6354|Feral Deceiver|2004-10-01|0|1|0|0|0
6355|Feral Hydra|2008-10-03|0|1|0|0|0
6356|Feral Incarnation|2014-07-12|0|1|0|0|0
6357|Feral Instinct|1997-02-03|0|1|0|0|0
6358|Feral Invocation|2013-09-21|0|1|0|0|0
6359|Feral Krushok|2015-01-17|0|1|0|0|0
6360|Feral Lightning|2005-06-03|1|0|0|0|0
6361|Feral Maaka|2019-01-25|1|0|0|0|0
6362|Feral Prowler|2017-07-14|0|1|0|0|0
6363|Feral Ridgewolf|2011-09-24|1|0|0|0|0
6364|Feral Roar|2020-08-13|0|1|0|0|0
6365|Feral Shadow|1996-10-08|0|0|1|0|0
6366|Feral Thallid|1994-11-01|0|1|0|0|0
6367|Ferocious Pup|2019-07-12|0|1|0|0|0
6368|Ferocious Tigorilla|2020-04-24|1|0|0|0|0
6369|Ferocious Zheng|2016-11-16|0|1|0|0|0
6370|Ferocity|1999-10-04|0|1|0|0|0
6371|Ferocity of the Wilds|2019-10-04|1|0|0|0|0
6372|Feroz's Ban|1995-10-01|0|0|0|0|0
6373|Ferrovore|2010-09-30|1|0|0|0|0
6374|Fertile Ground|1998-10-12|0|1|0|0|0
6375|Fertile Imagination|2006-05-05|0|1|0|0|0
6376|Fertile Thicket|2015-10-02|0|0|0|0|0
6377|Fertilid|2008-02-01|0|1|0|0|0
6378|Fervent Cathar|2012-04-28|1|0|0|0|0
6379|Fervent Champion|2019-10-04|1|0|0|0|0
6380|Fervent Charge|2001-06-04|1|0|1|1|0
6381|Fervent Denial|2001-10-01|0|0|0|0|1
6382|Fervent Mastery|2021-04-23|1|0|0|0|0
6383|Fervent Paincaster|2017-07-14|1|0|0|0|0
6384|Fervent Strike|2018-04-27|1|0|0|0|0
6385|Fervor|1997-06-09|1|0|0|0|0
6386|Festercreep|2008-02-01|0|0|1|0|0
6387|Festergloom|2014-07-12|0|0|1|0|0
6388|Festerhide Boar|2011-09-24|0|1|0|0|0
6389|Festering Evil|1997-06-09|0|0|1|0|0
6390|Festering Goblin|2002-10-07|0|0|1|0|0
6391|Festering March|2007-05-04|0|0|1|0|0
6392|Festering Mummy|2017-04-28|0|0|1|0|0
6393|Festering Newt|2013-07-19|0|0|1|0|0
6394|Festering Wound|1999-06-07|0|0|1|0|0
6395|Festival|1994-08-01|0|0|0|1|0
6396|Festival Crasher|2022-01-28|1|0|0|0|0
6397|Festival of Trokin|1998-06-24|0|0|0|1|0
6398|Festival of the Guildpact|2005-10-07|0|0|0|1|0
6399|Festive Funeral|2019-10-04|0|0|1|0|0
6400|Fetid Heath|2008-07-25|0|0|0|0|0
6401|Fetid Horror|1996-10-08|0|0|1|0|0
6402|Fetid Imp|2015-07-17|0|0|1|0|0
6403|Fetid Pools|2017-04-28|0|0|0|0|0
6404|Fettergeist|2012-04-28|0|0|0|0|1
6405|Feudkiller's Verdict|2008-02-01|0|0|0|1|0
6406|Fever Charm|2002-10-07|1|0|0|0|0
6407|Fevered Convulsions|1997-10-14|0|0|1|0|0
6408|Fevered Strength|1996-06-10|0|0|1|0|0
6409|Fevered Suspicion|2021-07-23|1|0|1|0|0
6410|Fey Steed|2021-07-23|0|0|0|1|0
6411|Fickle Efreet|2000-06-05|1|0|0|0|0
6412|Fiddlehead Kami|2005-06-03|0|1|0|0|0
6413|Field Creeper|2016-07-22|0|0|0|0|0
6414|Field Marshal|2006-07-21|0|0|0|1|0
6415|Field Research|2020-09-25|0|0|0|0|1
6416|Field Surgeon|1999-06-07|0|0|0|1|0
6417|Field Trip|2021-04-23|0|1|0|0|0
6418|Field of Dreams|1994-06-01|0|0|0|0|1
6419|Field of Reality|2004-10-01|0|0|0|0|1
6420|Field of Ruin|2017-09-29|0|0|0|0|0
6421|Field of Souls|1997-10-14|0|0|0|1|0
6422|Field of the Dead|2019-07-12|0|0|0|0|0
6423|Fieldmist Borderpost|2009-04-30|0|0|0|1|1
6424|Fiend Artisan|2020-04-24|0|1|1|0|0
6425|Fiend Binder|2016-07-22|0|0|0|1|0
6426|Fiend Hunter|2011-09-24|0|0|0|1|0
6427|Fiend of the Shadows|2012-01-28|0|0|1|0|0
6428|Fiendish Duo|2019-11-15|1|0|0|0|0
6429|Fiendlash|2021-07-23|1|0|0|0|0
6430|Fiendslayer Paladin|2013-07-19|0|0|0|1|0
6431|Fierce Empath|2003-05-26|0|1|0|0|0
6432|Fierce Guardianship|2020-04-17|0|0|0|0|1
6433|Fierce Invocation|2015-01-17|1|0|0|0|0
6434|Fierce Retribution|2021-11-19|0|0|0|1|0
6435|Fierce Witchstalker|2019-10-04|0|1|0|0|0
6436|Fiery Bombardment|2008-07-25|1|0|0|0|0
6437|Fiery Cannonade|2017-09-29|1|0|0|0|0
6438|Fiery Conclusion|2005-10-07|1|0|0|0|0
6439|Fiery Confluence|2015-11-13|1|0|0|0|0
6440|Fiery Emancipation|2020-07-03|1|0|0|0|0
6441|Fiery Fall|2009-02-06|1|0|0|0|0
6442|Fiery Finish|2018-07-13|1|0|0|0|0
6443|Fiery Gambit|2003-10-02|1|0|0|0|0
6444|Fiery Hellhound|2009-07-16|1|0|0|0|0
6445|Fiery Impulse|2015-07-17|1|0|0|0|0
6446|Fiery Intervention|2018-04-27|1|0|0|0|0
6447|Fiery Islet|2019-06-05|0|0|0|0|0
6448|Fiery Justice|1995-06-03|1|1|0|1|0
6449|Fiery Mantle|1998-10-12|1|0|0|0|0
6450|Fiery Temper|2002-02-04|1|0|0|0|0
6451|Fight as One|2020-04-24|0|0|0|1|0
6452|Fight or Flight|2000-10-02|0|0|0|1|0
6453|Fight to the Death|2009-04-30|1|0|0|1|0
6454|Fight with Fire|2018-04-27|1|0|0|0|0
6455|Fighting Chance|1998-06-15|1|0|0|0|0
6456|Fighting Drake|1997-10-14|0|0|0|0|1
6457|Figure of Destiny|2008-07-25|1|0|0|1|0
6458|Filigree Angel|2009-04-30|0|0|0|1|1
6459|Filigree Attendant|2021-08-26|0|0|0|0|1
6460|Filigree Crawler|2017-01-20|0|0|0|0|0
6461|Filigree Familiar|2016-09-30|0|0|0|0|0
6462|Filigree Fracture|2009-02-06|0|1|0|0|0
6463|Filigree Sages|2008-10-03|0|0|0|0|1
6464|Fill with Fright|2019-11-07|0|0|1|0|0
6465|Filth|2002-05-27|0|0|1|0|0
6466|Filthy Cur|2001-10-01|0|0|1|0|0
6467|Fin-Clade Fugitives|2020-11-20|0|1|0|0|0
6468|Final Death|2020-01-24|0|0|1|0|0
6469|Final Flare|2020-01-24|1|0|0|0|0
6470|Final Fortune|1996-10-08|1|0|0|0|0
6471|Final Judgment|2005-02-04|0|0|0|1|0
6472|Final Parting|2018-04-27|0|0|1|0|0
6473|Final Payment|2019-01-25|0|0|1|1|0
6474|Final Punishment|2003-05-26|0|0|1|0|0
6475|Final Revels|2007-10-12|0|0|1|0|0
6476|Final Reward|2017-04-28|0|0|1|0|0
6477|Final-Sting Faerie|2008-02-01|0|0|1|0|0
6478|Finale of Devastation|2019-05-03|0|1|0|0|0
6479|Finale of Eternity|2019-05-03|0|0|1|0|0
6480|Finale of Glory|2019-05-03|0|0|0|1|0
6481|Finale of Promise|2019-05-03|1|0|0|0|0
6482|Finale of Revelation|2019-05-03|0|0|0|0|1
6483|Find|2018-11-09|0|1|1|0|0
6484|Finality|2018-11-09|0|1|1|0|0
6485|Finest Hour|2009-04-30|0|1|0|1|1
6486|Finishing Blow|2020-07-03|0|0|1|0|0
6487|Fire|2001-06-04|1|0|0|0|0
6488|Ice|2001-06-04|0|0|0|0|1
6489|Fire Ambush|1999-07-06|1|0|0|0|0
6490|Fire Ants|1998-10-12|1|0|0|0|0
6491|Fire Bowman|1999-07-06|1|0|0|0|0
6492|Fire Covenant|1995-06-03|1|0|1|0|0
6493|Fire Diamond|1996-10-08|0|0|0|0|0
6494|Fire Dragon|2008-09-22|1|0|0|0|0
6495|Fire Drake|1994-08-01|1|0|0|0|0
6496|Fire Elemental|1993-08-05|1|0|0|0|0
6497|Fire Giant's Fury|2021-02-05|1|0|0|0|0
6498|Fire Imp|2011-01-10|1|0|0|0|0
6499|Fire Juggler|2008-02-01|1|0|0|0|0
6500|Fire Prophecy|2020-04-24|1|0|0|0|0
6501|Fire Servant|2010-07-15|1|0|0|0|0
6502|Fire Shrine Keeper|2017-09-29|1|0|0|0|0
6503|Fire Sprites|1994-06-01|0|1|0|0|0
6504|Fire Tempest|1999-07-01|1|0|0|0|0
6505|Fire Urchin|2018-11-09|1|0|0|0|0
6506|Fire Whip|1997-06-09|1|0|0|0|0
6507|Fire and Brimstone|1994-08-01|0|0|0|1|0
6508|Fire at Will|2008-07-25|1|0|0|1|0
6509|Fire-Belly Changeling|2007-10-12|1|0|0|0|0
6510|Fire-Field Ogre|2008-10-03|1|0|1|0|1
6511|Fire-Lit Thicket|2008-05-02|0|0|0|0|0
6512|Fire-Omen Crane|2016-11-16|1|0|0|0|0
6513|Fireball|1993-08-05|1|0|0|0|0
6514|Fireblade Artist|2019-01-25|1|0|1|0|0
6515|Fireblade Charger|2020-09-25|1|0|0|0|0
6516|Fireblast|1997-02-03|1|0|0|0|0
6517|Firebolt|2001-10-01|1|0|0|0|0
6518|Fireborn Knight|2019-10-04|1|0|0|1|0
6519|Firebrand Archer|2017-07-14|1|0|0|0|0
6520|Firebrand Ranger|2000-10-02|1|0|0|0|0
6521|Firebreathing|1993-08-05|1|0|0|0|0
6522|Firecannon Blast|2017-09-29|1|0|0|0|0
6523|Firecat Blitz|2002-05-27|1|0|0|0|0
6524|Firedrinker Satyr|2013-09-21|1|0|0|0|0
6525|Firefiend Elemental|2015-07-17|1|0|0|0|0
6526|Firefist Adept|2018-04-27|1|0|0|0|0
6527|Firefist Striker|2013-01-26|1|0|0|0|0
6528|Fireflux Squad|2020-04-17|1|0|0|0|0
6529|Firefly|1997-10-14|1|0|0|0|0
6530|Fireforger's Puzzleknot|2016-09-30|0|0|0|0|0
6531|Firefright Mage|2007-02-02|1|0|0|0|0
6532|Firehoof Cavalry|2014-09-26|0|0|0|1|0
6533|Firemane Angel|2005-10-07|1|0|0|1|0
6534|Firemane Avenger|2013-01-26|1|0|0|1|0
6535|Firemantle Mage|2015-10-02|1|0|0|0|0
6536|Firemaw Kavu|2006-10-06|1|0|0|0|0
6537|Firemind Vessel|2019-05-03|0|0|0|0|0
6538|Firemind's Foresight|2012-10-05|1|0|0|0|1
6539|Firemind's Research|2018-11-09|1|0|0|0|1
6540|Fires of Invention|2019-10-04|1|0|0|0|0
6541|Fires of Undeath|2012-01-28|1|0|0|0|0
6542|Fires of Yavimaya|2000-10-02|1|1|0|0|0
6543|Firescreamer|2000-10-02|0|0|1|0|0
6544|Fireshrieker|2003-10-02|0|0|0|0|0
6545|Fireslinger|1997-10-14|1|0|0|0|0
6546|Firesong and Sunspeaker|2016-11-16|1|0|0|1|0
6547|Firespout|2008-05-02|1|1|0|0|0
6548|Firestorm|1997-06-09|1|0|0|0|0
6549|Firestorm Hellkite|1997-02-03|1|0|0|0|1
6550|Firestorm Phoenix|1994-06-01|1|0|0|0|0
6551|Firewake Sliver|2006-10-06|1|1|0|0|0
6552|Firewild Borderpost|2009-04-30|1|1|0|0|0
6553|Firewing Phoenix|2012-07-12|1|0|0|0|0
6554|Firja's Retribution|2021-02-05|0|0|1|1|0
6555|Firja, Judge of Valor|2021-02-05|0|0|1|1|0
6556|Firmament Sage|2022-01-28|0|0|0|0|1
