|name|printed|r|g|b|w|u|text
2117|bonfire of the damned|2012-04-28|1|0|0|0|0|"bonfire of the damned deals x damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.
miracle {x}{r} (you may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)"
2118|bontu the glorified|2017-04-28|0|0|1|0|0|"menace, indestructible
bontu the glorified can't attack or block unless a creature died under your control this turn.
{1}{b}, sacrifice another creature: scry 1. each opponent loses 1 life and you gain 1 life."
2119|bontu's last reckoning|2017-07-14|0|0|1|0|0|destroy all creatures. lands you control don't untap during your next untap step.
2120|bontu's monument|2017-04-28|0|0|0|0|0|"black creature spells you cast cost {1} less to cast.
whenever you cast a creature spell, each opponent loses 1 life and you gain 1 life."
2121|booby trap|1997-10-14|0|0|0|0|0|"as booby trap enters the battlefield, choose an opponent and a card name other than a basic land card name.
the chosen player reveals each card they draw.
when the chosen player draws a card with the chosen name, sacrifice booby trap. if you do, booby trap deals 10 damage to that player."
2122|book burning|2002-05-27|1|0|0|0|0|any player may have book burning deal 6 damage to them. if no one does, target player mills six cards.
2123|book devourer|2018-11-09|1|0|0|0|0|"trample
whenever book devourer deals combat damage to a player, you may discard all the cards in your hand. if you do, draw that many cards."
2124|book of rass|1994-08-01|0|0|0|0|0|{2}, pay 2 life: draw a card.
2125|bookwurm|2021-04-23|0|1|0|0|0|"trample
when bookwurm enters the battlefield, you gain 3 life and draw a card.
{2}{g}: put bookwurm from your graveyard into your library third from the top."
2126|boom|2007-02-02|1|0|0|0|0|destroy target land you control and target land you don't control.
2127|bust|2007-02-02|1|0|0|0|0|destroy all lands.
2128|boomerang|1994-06-01|0|0|0|0|1|return target permanent to its owner's hand.
2129|boompile|2016-11-11|0|0|0|0|0|{t}: flip a coin. if you win the flip, destroy all nonland permanents.
2130|boon reflection|2008-05-02|0|0|0|1|0|if you would gain life, you gain twice that much life instead.
2131|boon satyr|2013-09-21|0|1|0|0|0|"flash
bestow {3}{g}{g} (if you cast this card for its bestow cost, it's an aura spell with enchant creature. it becomes a creature again if it's not attached to a creature.)
enchanted creature gets +4/+2."
2132|boon of emrakul|2016-07-22|0|0|1|0|0|"enchant creature
enchanted creature gets +3/-3."
2133|boon of erebos|2013-09-21|0|0|1|0|0|target creature gets +2/+0 until end of turn. regenerate it. you lose 2 life.
2134|boon of the wish-giver|2020-04-24|0|0|0|0|1|"draw four cards.
cycling {1} ({1}, discard this card: draw a card.)"
2135|boonweaver giant|2014-07-12|0|0|0|1|0|when boonweaver giant enters the battlefield, you may search your graveyard, hand, and/or library for an aura card and put it onto the battlefield attached to boonweaver giant. if you search your library this way, shuffle.
2136|booster tutor|2004-11-19|0|0|1|0|0|open a sealed magic booster pack, reveal the cards, and put one of them into your hand. (remove that card from your deck before beginning a new game.)
2137|boot nipper|2020-04-24|0|0|1|0|0|boot nipper enters the battlefield with your choice of a deathtouch counter or a lifelink counter on it.
2138|borborygmos|2006-02-03|1|1|0|0|0|"trample
whenever borborygmos deals combat damage to a player, put a +1/+1 counter on each creature you control."
2139|borborygmos enraged|2013-01-26|1|1|0|0|0|"trample
whenever borborygmos enraged deals combat damage to a player, reveal the top three cards of your library. put all land cards revealed this way into your hand and the rest into your graveyard.
discard a land card: borborygmos enraged deals 3 damage to any target."
2140|border guard|1999-07-01|0|0|0|1|0|{empty}
2141|border patrol|2002-05-27|0|0|0|1|0|vigilance
2142|borderland behemoth|2008-02-01|1|0|0|0|0|"trample
borderland behemoth gets +4/+4 for each other giant you control."
2143|borderland explorer|2016-08-26|0|1|0|0|0|when borderland explorer enters the battlefield, each player may discard a card. each player who discarded a card this way may search their library for a basic land card, reveal it, put it into their hand, then shuffle.
2144|borderland marauder|2014-07-12|1|0|0|0|0|whenever borderland marauder attacks, it gets +2/+0 until end of turn.
2145|borderland minotaur|2013-09-21|1|0|0|0|0|{empty}
2146|borderland ranger|2009-07-16|0|1|0|0|0|when borderland ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
2147|boreal centaur|2006-07-21|0|1|0|0|0|{s}: boreal centaur gets +1/+1 until end of turn. activate only once each turn. ({s} can be paid with one mana from a snow source.)
2148|boreal druid|2006-07-21|0|1|0|0|0|{t}: add {c}.
2149|boreal elemental|2019-07-12|0|0|0|0|1|"flying
spells your opponents cast that target boreal elemental cost {2} more to cast."
2150|boreal griffin|2006-07-21|0|0|0|1|0|"flying
{s}: boreal griffin gains first strike until end of turn. ({s} can be paid with one mana from a snow source.)"
2151|boreal outrider|2021-02-05|0|1|0|0|0|whenever you cast a creature spell, if {s} of any of that spell's colors was spent to cast it, that creature enters the battlefield with an additional +1/+1 counter on it. ({s} is mana from a snow source.)
2152|boreal shelf|2006-07-21|0|0|0|0|0|"boreal shelf enters the battlefield tapped.
{t}: add {w} or {u}."
2153|boreas charger|2016-11-16|0|0|0|1|0|"flying
when boreas charger leaves the battlefield, choose an opponent who controls more lands than you. search your library for a number of plains cards equal to the difference, reveal those cards, put one of them onto the battlefield tapped and the rest into your hand, then shuffle."
2154|boris devilboon|1994-06-01|1|0|1|0|0|{2}{b}{r}, {t}: create a 1/1 black and red demon creature token named minor demon.
2155|boros battleshaper|2013-04-27|1|0|0|1|0|at the beginning of each combat, up to one target creature attacks or blocks this combat if able and up to one target creature can't attack or block this combat.
2156|boros challenger|2018-11-09|1|0|0|1|0|"mentor (whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
{2}{r}{w}: boros challenger gets +1/+1 until end of turn."
2157|boros charm|2013-01-26|1|0|0|1|0|"choose one —
• boros charm deals 4 damage to target player or planeswalker.
• permanents you control gain indestructible until end of turn.
• target creature gains double strike until end of turn."
2158|boros cluestone|2013-04-27|0|0|0|0|0|"{t}: add {r} or {w}.
{r}{w}, {t}, sacrifice boros cluestone: draw a card."
2159|boros elite|2013-01-26|0|0|0|1|0|battalion — whenever boros elite and at least two other creatures attack, boros elite gets +2/+2 until end of turn.
2160|boros fury-shield|2005-10-07|0|0|0|1|0|prevent all combat damage that would be dealt by target attacking or blocking creature this turn. if {r} was spent to cast this spell, boros fury-shield deals damage to that creature's controller equal to the creature's power.
2161|boros garrison|2005-10-07|0|0|0|0|0|"boros garrison enters the battlefield tapped.
when boros garrison enters the battlefield, return a land you control to its owner's hand.
{t}: add {r}{w}."
2162|boros guildgate|2013-01-26|0|0|0|0|0|"boros guildgate enters the battlefield tapped.
{t}: add {r} or {w}."
2163|boros guildmage|2005-10-07|1|0|0|1|0|"{1}{r}: target creature gains haste until end of turn.
{1}{w}: target creature gains first strike until end of turn."
2164|boros keyrune|2013-01-26|0|0|0|0|0|"{t}: add {r} or {w}.
{r}{w}: boros keyrune becomes a 1/1 red and white soldier artifact creature with double strike until end of turn. (it deals both first-strike and regular combat damage.)"
2165|boros locket|2018-11-09|0|0|0|0|0|"{t}: add {r} or {w}.
{r/w}{r/w}{r/w}{r/w}, {t}, sacrifice boros locket: draw two cards."
2166|boros mastiff|2013-04-27|0|0|0|1|0|battalion — whenever boros mastiff and at least two other creatures attack, boros mastiff gains lifelink until end of turn. (damage dealt by a creature with lifelink also causes its controller to gain that much life.)
2167|boros reckoner|2013-01-26|1|0|0|1|0|"whenever boros reckoner is dealt damage, it deals that much damage to any target.
{r/w}: boros reckoner gains first strike until end of turn."
2168|boros recruit|2005-10-07|1|0|0|1|0|"({r/w} can be paid with either {r} or {w}.)
first strike"
2169|boros signet|2005-10-07|0|0|0|0|0|{1}, {t}: add {r}{w}.
2170|boros swiftblade|2005-10-07|1|0|0|1|0|double strike
2171|borrowed grace|2016-07-22|0|0|0|1|0|"escalate {1}{w} (pay this cost for each mode chosen beyond the first.)
choose one or both —
• creatures you control get +2/+0 until end of turn.
• creatures you control get +0/+2 until end of turn."
2172|borrowed hostility|2016-07-22|1|0|0|0|0|"escalate {3} (pay this cost for each mode chosen beyond the first.)
choose one or both —
• target creature gets +3/+0 until end of turn.
• target creature gains first strike until end of turn."
2173|borrowed malevolence|2016-07-22|0|0|1|0|0|"escalate {2} (pay this cost for each mode chosen beyond the first.)
choose one or both —
• target creature gets +1/+1 until end of turn.
• target creature gets -1/-1 until end of turn."
2174|borrowed time|2022-01-28|0|0|0|1|0|when borrowed time enters the battlefield, exile target nonland permanent an opponent controls until borrowed time leaves the battlefield.
2175|borrowing 100,000 arrows|1999-07-06|0|0|0|0|1|draw a card for each tapped creature target opponent controls.
2176|borrowing the east wind|1999-07-06|0|1|0|0|0|borrowing the east wind deals x damage to each creature with horsemanship and each player.
2177|boseiju, who shelters all|2004-10-01|0|0|0|0|0|"boseiju, who shelters all enters the battlefield tapped.
{t}, pay 2 life: add {c}. if that mana is spent on an instant or sorcery spell, that spell can't be countered."
2178|bosh, iron golem|2003-10-02|0|0|0|0|0|"trample
{3}{r}, sacrifice an artifact: bosh, iron golem deals damage equal to the sacrificed artifact's mana value to any target."
2179|bosk banneret|2008-02-01|0|1|0|0|0|treefolk spells and shaman spells you cast cost {1} less to cast.
2180|botanical sanctum|2016-09-30|0|0|0|0|0|"botanical sanctum enters the battlefield tapped unless you control two or fewer other lands.
{t}: add {g} or {u}."
2181|bottle gnomes|1997-10-14|0|0|0|0|0|sacrifice bottle gnomes: you gain 3 life.
2182|bottle of suleiman|1993-12-17|0|0|0|0|0|{1}, sacrifice bottle of suleiman: flip a coin. if you win the flip, create a 5/5 colorless djinn artifact creature token with flying. if you lose the flip, bottle of suleiman deals 5 damage to you.
2183|bottled cloister|2005-10-07|0|0|0|0|0|"at the beginning of each opponent's upkeep, exile all cards from your hand face down.
at the beginning of your upkeep, return all cards you own exiled with bottled cloister to your hand, then draw a card."
2184|bottomless pit|1998-03-02|0|0|1|0|0|at the beginning of each player's upkeep, that player discards a card at random.
2185|bottomless vault|1994-11-01|0|0|0|0|0|"bottomless vault enters the battlefield tapped.
you may choose not to untap bottomless vault during your untap step.
at the beginning of your upkeep, if bottomless vault is tapped, put a storage counter on it.
{t}, remove any number of storage counters from bottomless vault: add {b} for each storage counter removed this way."
2186|boulder salvo|2016-01-22|1|0|0|0|0|"surge {1}{r} (you may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
boulder salvo deals 4 damage to target creature."
2187|boulderfall|2013-09-21|1|0|0|0|0|boulderfall deals 5 damage divided as you choose among any number of targets.
2188|bouncing beebles|1999-02-15|0|0|0|0|1|bouncing beebles can't be blocked as long as defending player controls an artifact.
2189|bound|2006-05-05|0|1|1|0|0|sacrifice a creature. return up to x cards from your graveyard to your hand, where x is the number of colors that creature was. exile this card.
2190|determined|2006-05-05|0|1|0|0|1|"other spells you control can't be countered this turn.
draw a card."
2191|bound in gold|2021-02-05|0|0|0|1|0|"enchant permanent
enchanted permanent can't attack, block, or crew vehicles, and its activated abilities can't be activated unless they're mana abilities."
