|name|printed|r|g|b|w|u|text
4044|Cyclopean Tomb|1993-08-05|0|0|0|0|0|"{2}, {T}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate only during your upkeep.
When Cyclopean Tomb is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with Cyclopean Tomb but that a mire counter has not been removed from with Cyclopean Tomb."
4045|Cyclops Electromancer|2019-05-03|1|0|0|0|0|When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.
4046|Cyclops Gladiator|2010-07-15|1|0|0|0|0|Whenever Cyclops Gladiator attacks, you may have it deal damage equal to its power to target creature defending player controls. If you do, that creature deals damage equal to its power to Cyclops Gladiator.
4047|Cyclops Tyrant|2013-07-19|1|0|0|0|0|"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Cyclops Tyrant can't block creatures with power 2 or less."
4048|Cyclops of Eternal Fury|2014-04-26|1|0|0|0|0|Creatures you control have haste.
4049|Cyclops of One-Eyed Pass|2014-02-01|1|0|0|0|0|
4050|Cylian Elf|2008-10-03|0|1|0|0|0|
4051|Cylian Sunsinger|2009-02-06|0|1|0|0|0|{R}{G}{W}: Cylian Sunsinger and each other creature with the same name as it get +3/+3 until end of turn.
4052|Cystbearer|2010-09-30|0|1|0|0|0|Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
4053|Cytoplast Manipulator|2006-05-05|0|0|0|0|1|"Graft 2 (This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{U}, {T}: Gain control of target creature with a +1/+1 counter on it for as long as Cytoplast Manipulator remains on the battlefield."
4054|Cytoplast Root-Kin|2006-05-05|0|1|0|0|0|"Graft 4 (This creature enters the battlefield with four +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
When Cytoplast Root-Kin enters the battlefield, put a +1/+1 counter on each other creature you control with a +1/+1 counter on it.
{2}: Move a +1/+1 counter from target creature you control onto Cytoplast Root-Kin."
4055|Cytoshape|2006-05-05|0|1|0|0|1|Choose a nonlegendary creature on the battlefield. Target creature becomes a copy of that creature until end of turn.
4056|Cytospawn Shambler|2006-05-05|0|1|0|0|0|"Graft 6 (This creature enters the battlefield with six +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{G}: Target creature with a +1/+1 counter on it gains trample until end of turn."
4057|D'Avenant Archer|1994-06-01|0|0|0|1|0|{T}: D'Avenant Archer deals 1 damage to target attacking or blocking creature.
4058|D'Avenant Healer|2006-10-06|0|0|0|1|0|"{T}: D'Avenant Healer deals 1 damage to target attacking or blocking creature.
{T}: Prevent the next 1 damage that would be dealt to any target this turn."
4059|D'Avenant Trapper|2018-04-27|0|0|0|1|0|Whenever you cast a historic spell, tap target creature an opponent controls. (Artifacts, legendaries, and Sagas are historic.)
4060|Dack Fayden|2014-06-06|1|0|0|0|1|"[+1]: Target player draws two cards, then discards two cards.
[−2]: Gain control of target artifact.
[−6]: You get an emblem with ""Whenever you cast a spell that targets one or more permanents, gain control of those permanents."""
4061|Dack's Duplicate|2014-06-06|1|0|0|0|1|You may have Dack's Duplicate enter the battlefield as a copy of any creature on the battlefield, except it has haste and dethrone. (Whenever it attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)
4062|Daemogoth Titan|2021-04-23|0|1|1|0|0|Whenever Daemogoth Titan attacks or blocks, sacrifice a creature.
4063|Daemogoth Woe-Eater|2021-04-23|0|1|1|0|0|"At the beginning of your upkeep, sacrifice a creature.
When you sacrifice Daemogoth Woe-Eater, each opponent discards a card, you draw a card, and you gain 2 life."
4064|Dagger Caster|2019-01-25|1|0|0|0|0|When Dagger Caster enters the battlefield, it deals 1 damage to each opponent and 1 damage to each creature your opponents control.
4065|Dagger of the Worthy|2017-07-14|0|0|0|0|0|"Equipped creature gets +2/+0 and has afflict 1. (Whenever it becomes blocked, defending player loses 1 life.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
4066|Daggerback Basilisk|2010-04-23|0|1|0|0|0|Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
4067|Daggerclaw Imp|2006-02-03|0|0|1|0|0|"Flying
Daggerclaw Imp can't block."
4068|Daggerdrome Imp|2012-10-05|0|0|1|0|0|"Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)"
4069|Daggersail Aeronaut|2019-07-12|1|0|0|0|0|As long as it's your turn, Daggersail Aeronaut has flying.
4070|Daghatar the Adamant|2015-01-17|0|0|0|1|0|"Vigilance
Daghatar the Adamant enters the battlefield with four +1/+1 counters on it.
{1}{B/G}{B/G}: Move a +1/+1 counter from target creature onto a second target creature."
4071|Daily Regimen|2008-02-01|0|0|0|1|0|"Enchant creature
{1}{W}: Put a +1/+1 counter on enchanted creature."
4072|Dakkon Blackblade|1994-06-01|0|0|1|1|1|Dakkon Blackblade's power and toughness are each equal to the number of lands you control.
4073|Dakmor Bat|1998-06-24|0|0|1|0|0|Flying
4074|Dakmor Ghoul|1999-07-01|0|0|1|0|0|When Dakmor Ghoul enters the battlefield, target opponent loses 2 life and you gain 2 life.
4075|Dakmor Lancer|1999-07-01|0|0|1|0|0|When Dakmor Lancer enters the battlefield, destroy target nonblack creature.
4076|Dakmor Plague|1998-06-24|0|0|1|0|0|Dakmor Plague deals 3 damage to each creature and each player.
4077|Dakmor Salvage|2007-05-04|0|0|0|0|0|"Dakmor Salvage enters the battlefield tapped.
{T}: Add {B}.
Dredge 2 (If you would draw a card, you may mill two cards instead. If you do, return this card from your graveyard to your hand.)"
4078|Dakmor Scorpion|1998-06-24|0|0|1|0|0|
4079|Dakmor Sorceress|1998-06-24|0|0|1|0|0|Dakmor Sorceress's power is equal to the number of Swamps you control.
4080|Dakra Mystic|2014-04-26|0|0|0|0|1|{U}, {T}: Each player reveals the top card of their library. You may put the revealed cards into their owners' graveyards. If you don't, each player draws a card.
4081|Dalakos, Crafter of Wonders|2020-01-24|1|0|0|0|1|"{T}: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.
Equipped creatures you control have flying and haste."
4082|Damia, Sage of Stone|2011-06-17|0|1|1|0|1|"Deathtouch
Skip your draw step.
At the beginning of your upkeep, if you have fewer than seven cards in hand, draw cards equal to the difference."
4083|Damnable Pact|2015-03-27|0|0|1|0|0|Target player draws X cards and loses X life.
4084|Damnation|2007-02-02|0|0|1|0|0|Destroy all creatures. They can't be regenerated.
4085|Dampen Thought|2004-10-01|0|0|0|0|1|"Target player mills four cards.
Splice onto Arcane {1}{U} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)"
4086|Dampening Pulse|2015-10-02|0|0|0|0|1|Creatures your opponents control get -1/-0.
4087|Damping Engine|1999-02-15|0|0|0|0|0|A player who controls more permanents than each other player can't play lands or cast artifact, creature, or enchantment spells. That player may sacrifice a permanent for that player to ignore this effect until end of turn.
4088|Damping Field|1994-03-04|0|0|0|1|0|Players can't untap more than one artifact during their untap steps.
4089|Damping Matrix|2003-10-02|0|0|0|0|0|Activated abilities of artifacts and creatures can't be activated unless they're mana abilities.
4090|Damping Sphere|2018-04-27|0|0|0|0|0|"If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn."
4091|Dance of Many|1994-08-01|0|0|0|0|1|"When Dance of Many enters the battlefield, create a token that's a copy of target nontoken creature.
When Dance of Many leaves the battlefield, exile the token.
When the token leaves the battlefield, sacrifice Dance of Many.
At the beginning of your upkeep, sacrifice Dance of Many unless you pay {U}{U}."
4092|Dance of Shadows|2004-10-01|0|0|1|0|0|Creatures you control get +1/+0 and gain fear until end of turn. (They can't be blocked except by artifact creatures and/or black creatures.)
4093|Dance of the Dead|1995-06-03|0|0|1|0|0|"Enchant creature card in a graveyard
When Dance of the Dead enters the battlefield, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Dance of the Dead."" Put enchanted creature card onto the battlefield tapped under your control and attach Dance of the Dead to it. When Dance of the Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets +1/+1 and doesn't untap during its controller's untap step.
At the beginning of the upkeep of enchanted creature's controller, that player may pay {1}{B}. If the player does, untap that creature."
4094|Dance of the Manse|2019-10-04|0|0|0|1|1|Return up to X target artifact and/or non-Aura enchantment cards each with mana value X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.
4095|Dance of the Skywise|2015-03-27|0|0|0|0|1|Until end of turn, target creature you control becomes a blue Dragon Illusion with base power and toughness 4/4, loses all abilities, and gains flying.
4096|Dance with Devils|2020-06-18|1|0|0|0|0|"Create two 1/1 red Devil creature tokens. They have ""When this creature dies, it deals 1 damage to any target."""
4097|Dancing Scimitar|1993-12-17|0|0|0|0|0|Flying (This creature can't be blocked except by creatures with flying or reach.)
4098|Dandân|1993-12-17|0|0|0|0|1|"Dandân can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Dandân."
4099|Dangerous Wager|2012-04-28|1|0|0|0|0|Discard your hand, then draw two cards.
4100|Danitha Capashen, Paragon|2018-04-27|0|0|0|1|0|"First strike, vigilance, lifelink
Aura and Equipment spells you cast cost {1} less to cast."
4101|Danse Macabre|2021-07-23|0|0|1|0|0|"Each player sacrifices a nontoken creature. Roll a d20 and add the toughness of the creature you sacrificed this way.
1—14 | Return a creature card put into a graveyard this way to the battlefield under your control.
15+ | Return up to two creature cards put into graveyards this way to the battlefield under your control."
4102|Daraja Griffin|1997-02-03|0|0|0|1|0|"Flying
Sacrifice Daraja Griffin: Destroy target black creature."
4103|Darba|2000-06-05|0|1|0|0|0|At the beginning of your upkeep, sacrifice Darba unless you pay {G}{G}.
4104|Daredevil Dragster|2017-01-20|0|0|0|0|0|"At end of combat, if Daredevil Dragster attacked or blocked this combat, put a velocity counter on it. Then if it has two or more velocity counters on it, sacrifice it and draw two cards.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
4105|Daretti, Ingenious Iconoclast|2016-08-26|1|0|1|0|0|"[+1]: Create a 1/1 colorless Construct artifact creature token with defender.
[−1]: You may sacrifice an artifact. If you do, destroy target artifact or creature.
[−6]: Choose target artifact card in a graveyard or artifact on the battlefield. Create three tokens that are copies of it."
4106|Daretti, Scrap Savant|2014-11-07|1|0|0|0|0|"[+2]: Discard up to two cards, then draw that many cards.
[−2]: Sacrifice an artifact. If you do, return target artifact card from your graveyard to the battlefield.
[−10]: You get an emblem with ""Whenever an artifact is put into your graveyard from the battlefield, return that card to the battlefield at the beginning of the next end step.""
Daretti, Scrap Savant can be your commander."
4107|Dargo, the Shipwrecker|2020-11-20|1|0|0|0|0|"As an additional cost to cast this spell, you may sacrifice any number of artifacts and/or creatures. This spell costs {2} less to cast for each permanent sacrificed this way and {2} less to cast for each other artifact or creature you've sacrificed this turn.
Trample
Partner (You can have two commanders if both have partner.)"
4108|Darien, King of Kjeldor|2006-07-21|0|0|0|1|0|Whenever you're dealt damage, you may create that many 1/1 white Soldier creature tokens.
4109|Darigaaz Reincarnated|2018-04-27|1|1|1|0|0|"Flying, trample, haste
If Darigaaz Reincarnated would die, instead exile it with three egg counters on it.
At the beginning of your upkeep, if Darigaaz is exiled with an egg counter on it, remove an egg counter from it. Then if Darigaaz has no egg counters on it, return it to the battlefield."
4110|Darigaaz's Attendant|2000-10-02|0|0|0|0|0|{1}, Sacrifice Darigaaz's Attendant: Add {B}{R}{G}.
